30364,Haikyuu Movie 2: Shousha to Haisha,,second haikyuu recap movie,7.86,,
33280,Gochuumon wa Usagi Desu ka??: Dear My Sister,,,7.86,,second haikyuu recap movie
36369,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,,the free planets alliance's invasion of the galactic empire has failed after supply mismanagement led to heavy losses unwilling to abort the expedition despite being greatly outnumbered fleet admiral lazar lobos orders the remaining alliance fleets to gather in the amritsar starzone for a final stand against the incoming counterattack strategic genius fleet admiral reinhard von lohengramm leads the imperial forces into this decisive battle with an overwhelming advantage however his rival tactical magician vice admiral yang wen-li of the alliance once again makes up for the incompetence of his superiors and stages a narrow escape for himself and his fellow soldiers though both reinhard and yang are displeased with the outcome—the former for his imperfect victory and the latter for the tremendous casualties—their attention must turn to the bubbling political unrest on both sides of the galaxy ,7.86,,
27633,Gekkan Shoujo Nozaki-kun Specials,,specials bundled with the blu-ray/dvds,7.86,,the free planets alliance's invasion of the galactic empire has failed after supply mismanagement led to heavy losses unwilling to abort the expedition despite being greatly outnumbered fleet admiral lazar lobos orders the remaining alliance fleets to gather in the amritsar starzone for a final stand against the incoming counterattack strategic genius fleet admiral reinhard von lohengramm leads the imperial forces into this decisive battle with an overwhelming advantage however his rival tactical magician vice admiral yang wen-li of the alliance once again makes up for the incompetence of his superiors and stages a narrow escape for himself and his fellow soldiers though both reinhard and yang are displeased with the outcome—the former for his imperfect victory and the latter for the tremendous casualties—their attention must turn to the bubbling political unrest on both sides of the galaxy 
31637,Gate: Jieitai Kanochi nite Kaku Tatakaeri 2nd Season,,several months have passed since the infamous ginza incident with tensions between the empire and jsdf escalating in the vast and mysterious special region over peace negotiations the greed and curiosity of the global powers have also begun to grow as reports about the technological limitations of the magical realm's archaic civilizations come to light  meanwhile lieutenant youji itami and his merry band of female admirers struggle to navigate the complex political intrigue that plagues the empire's court despite her best efforts princess pi�a co lada faces difficulties attempting to convince her father that the jsdf has no intention of conquering their kingdom pressured from both sides of the gate itami must consider even more drastic measures to fulfill his mission  ,7.86,,specials bundled with the blu-ray/dvds
38145,Doukyonin wa Hiza Tokidoki Atama no Ue,,subaru mikazuki is a 23-year-old mystery novel author major introvert and an awkwardly shy person he would much rather stay home to read a book than go outside and interact with others further exacerbating this life of solitude his parents tragically died in an accident many years ago leaving him alone in the world  one day while giving offerings at his parents' grave subaru runs into a small grey and white cat named haru which he ends up taking home with him subaru however has never taken care of anyone else in his life—can he even take care of a cat? haru is grateful toward subaru as he gives her all the food she wants—a luxury for a cat who is used to a rough life on the streets but she notices that subaru can't even seem to take care of himself will she be okay with this dunce?  doukyonin wa hiza tokidoki atama no ue tells the story of an unlikely friendship between a human and a cat who try to foster an understanding with each other ,7.86,,several months have passed since the infamous ginza incident with tensions between the empire and jsdf escalating in the vast and mysterious special region over peace negotiations the greed and curiosity of the global powers have also begun to grow as reports about the technological limitations of the magical realm's archaic civilizations come to light  meanwhile lieutenant youji itami and his merry band of female admirers struggle to navigate the complex political intrigue that plagues the empire's court despite her best efforts princess pi�a co lada faces difficulties attempting to convince her father that the jsdf has no intention of conquering their kingdom pressured from both sides of the gate itami must consider even more drastic measures to fulfill his mission  
552,Digimon Adventure,,when a group of kids head out for summer camp they don't expect it to snow in the middle of july out of nowhere the kids receive strange devices which transport them to a very different world to begin their digimon adventure led by the plucky taichi yagami the seven children must now survive in a realm far from home filled with monsters and devoid of other humans luckily they're not alone: each child is paired off with a companion digital monster called a digimon together the children and their new friends must overcome their insecurities discover their inner strengths and evolve into stronger fighters - literally a force of evil is spreading through the digital world corrupting all the digimon the digidestined have arrived and it’s up to them to save the digital world if they ever want to see their home world again,7.86,,subaru mikazuki is a 23-year-old mystery novel author major introvert and an awkwardly shy person he would much rather stay home to read a book than go outside and interact with others further exacerbating this life of solitude his parents tragically died in an accident many years ago leaving him alone in the world  one day while giving offerings at his parents' grave subaru runs into a small grey and white cat named haru which he ends up taking home with him subaru however has never taken care of anyone else in his life—can he even take care of a cat? haru is grateful toward subaru as he gives her all the food she wants—a luxury for a cat who is used to a rough life on the streets but she notices that subaru can't even seem to take care of himself will she be okay with this dunce?  doukyonin wa hiza tokidoki atama no ue tells the story of an unlikely friendship between a human and a cat who try to foster an understanding with each other 
1689,Byousoku 5 Centimeter,,takaki toono and akari shinohara two very close friends and classmates are torn apart when akari's family is transferred to another region of japan due to her family's job despite separation they continue to keep in touch through mail when takaki finds out that his family is also moving he decides to meet with akari one last time as years pass by they continue down their own paths their distance slowly growing wider and their contact with one another fades yet they keep remembering one another and the times they have shared together wondering if they will have the chance to meet once again ,7.86,,when a group of kids head out for summer camp they don't expect it to snow in the middle of july out of nowhere the kids receive strange devices which transport them to a very different world to begin their digimon adventure led by the plucky taichi yagami the seven children must now survive in a realm far from home filled with monsters and devoid of other humans luckily they're not alone: each child is paired off with a companion digital monster called a digimon together the children and their new friends must overcome their insecurities discover their inner strengths and evolve into stronger fighters - literally a force of evil is spreading through the digital world corrupting all the digimon the digidestined have arrived and it’s up to them to save the digital world if they ever want to see their home world again
8609,Detective Conan OVA 10: Kid in Trap Island,,in this entirely new story produced specifically for the dvd conan leads a group of young detectives against the phantom thief kaitou kid who has his eyes set on a jewel at a hotel on an isolated island (source: ann),7.86,,takaki toono and akari shinohara two very close friends and classmates are torn apart when akari's family is transferred to another region of japan due to her family's job despite separation they continue to keep in touch through mail when takaki finds out that his family is also moving he decides to meet with akari one last time as years pass by they continue down their own paths their distance slowly growing wider and their contact with one another fades yet they keep remembering one another and the times they have shared together wondering if they will have the chance to meet once again 
34944,Bungou Stray Dogs: Dead Apple,,a large scale catastrophe is occurring across the planet ability users are discovered after the appearance of a mysterious fog apparently having committed suicide so the armed detective agency sets out to investigate these mysterious deaths the case seems to involve an unknown ability user referred to as collector a man who could be the mastermind behind the incident trust and courage are put to the test in order to save the city of yokohama and ability users across the world from the grip of collector where the armed detective agency forms an unlikely partnership with the dangerous port mafia  ,7.86,,in this entirely new story produced specifically for the dvd conan leads a group of young detectives against the phantom thief kaitou kid who has his eyes set on a jewel at a hotel on an isolated island (source: ann)
36214,Asagao to Kase-san,,yui yamada a timid girl who enjoys tending to her school's greenery falls in love with the boyish and athletic tomoka kase the two eventually begin dating and the story follows the pair as they face various challenges in their relationship (source: wikipedia),7.86,,a large scale catastrophe is occurring across the planet ability users are discovered after the appearance of a mysterious fog apparently having committed suicide so the armed detective agency sets out to investigate these mysterious deaths the case seems to involve an unknown ability user referred to as collector a man who could be the mastermind behind the incident trust and courage are put to the test in order to save the city of yokohama and ability users across the world from the grip of collector where the armed detective agency forms an unlikely partnership with the dangerous port mafia  
32863,Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,,shorts of ansatsu kyoushitsu (tv) 2nd season which adapt chapters of the manga which are not in the tv series  the adapted chapters are 78 (takebayashi no jikan) and 79 (shihaisha no jikan ni jikanme) which are published in the ninth manga volume ,7.86,,yui yamada a timid girl who enjoys tending to her school's greenery falls in love with the boyish and athletic tomoka kase the two eventually begin dating and the story follows the pair as they face various challenges in their relationship (source: wikipedia)
36160,Yaoguai Mingdan 2nd Season,,,7.87,,shorts of ansatsu kyoushitsu (tv) 2nd season which adapt chapters of the manga which are not in the tv series  the adapted chapters are 78 (takebayashi no jikan) and 79 (shihaisha no jikan ni jikanme) which are published in the ninth manga volume 
33064,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,,three years since the return of the legendary space battleship yamato earth has begun rebuilding itself and has made peace with the gamilans however this recovery comes at the cost of utilizing the forbidden wave motion technology  meanwhile the notorious former crew members of the yamato who have each gone their separate ways receive a psychic message from the mysterious goddess teresa she urges them to return to their beloved ship and travel to the distant planet terezart they are promised a revolutionary power to combat the unprecedented threat of the relentless gatlantis empire who are approaching earth with all but innocent intentions unable to resist her plea the crew reassembles and sets sail on another perilous intergalactic voyage one that will test their sheer courage and versatility in the face of an even greater foe  ,7.87,,
2265,Transformers the Movie,,it is the year 2005 twenty-one years after the heroic autobots and the evil decepticons resumed their neverending war on planet earth the decepticons have conquered the robots' home planet cybertron after a surprise attack by the decepticons both factions wage a gruesome battle at autobot city in the midst of the battle autobot leader optimus prime dies during his fight with decepticon leader megatron the autobot matrix of leadership is then passed on to second-in-command ultra magnus meanwhile a badly-damaged megatron is jettisoned by starscream into deep space where he encounters the planet-eating robot unicron and is reborn as galvatron the new decepticon leader with galvatron's reign on the rise and unicron's imminent arrival within cybertron's orbit the autobots must act quickly and protect the matrix or face total annihilation  (source: ann),7.87,,three years since the return of the legendary space battleship yamato earth has begun rebuilding itself and has made peace with the gamilans however this recovery comes at the cost of utilizing the forbidden wave motion technology  meanwhile the notorious former crew members of the yamato who have each gone their separate ways receive a psychic message from the mysterious goddess teresa she urges them to return to their beloved ship and travel to the distant planet terezart they are promised a revolutionary power to combat the unprecedented threat of the relentless gatlantis empire who are approaching earth with all but innocent intentions unable to resist her plea the crew reassembles and sets sail on another perilous intergalactic voyage one that will test their sheer courage and versatility in the face of an even greater foe  
11001,Toshokan Sensou: Kakumei no Tsubasa,,kasahara iku and dojo atsushi receive an emergency recall in the middle of their date as japan is rocked by a terror attack their new duty is a protection detail assigned to touma kurato an author meanwhile the relationship between librarians and the media purity committee is also worsening ,7.87,,it is the year 2005 twenty-one years after the heroic autobots and the evil decepticons resumed their neverending war on planet earth the decepticons have conquered the robots' home planet cybertron after a surprise attack by the decepticons both factions wage a gruesome battle at autobot city in the midst of the battle autobot leader optimus prime dies during his fight with decepticon leader megatron the autobot matrix of leadership is then passed on to second-in-command ultra magnus meanwhile a badly-damaged megatron is jettisoned by starscream into deep space where he encounters the planet-eating robot unicron and is reborn as galvatron the new decepticon leader with galvatron's reign on the rise and unicron's imminent arrival within cybertron's orbit the autobots must act quickly and protect the matrix or face total annihilation  (source: ann)
39940,Shokugeki no Souma: Shin no Sara,,fourth season of shokugeki no souma ,7.87,,kasahara iku and dojo atsushi receive an emergency recall in the middle of their date as japan is rocked by a terror attack their new duty is a protection detail assigned to touma kurato an author meanwhile the relationship between librarians and the media purity committee is also worsening 
322,Paradise Kiss,,on her way home from school yukari hayasaka is approached by a weird-looking guy who starts looking at her body intently he's got blond spiky hair a spiked choker and multiple piercings on his ears and face she wants nothing to do with him and runs away only to bump into a very tall and beautiful purple-haired woman with a flower pattern around her eye yukari faints from shock and wakes up later in a strange place called the atelier it turns out that these strangers are fashion designers who attend the most famous art school around yazawa art academy and their group wants yukari to model for their brand in yazawa academy's upcoming show yukari turns down their offer and escapes the atelier but unknowingly leaves her school id behind george koizumi the head designer later sees it and immediately knows she would be the perfect model for them and will not stop until he gets what he wants—and he wants her yukari had never considered something as frivolous as modeling before but could life among these eccentric designers actually prove to be fun? or will yukari lose herself in this world of art and passion?  ,7.87,,fourth season of shokugeki no souma 
38958,Manga de Wakaru Fate/Grand Order,,a short anime based on manga de wakaru fate/grand order by riyo aired during fate project year end 2018 and is also available on youtube,7.87,,on her way home from school yukari hayasaka is approached by a weird-looking guy who starts looking at her body intently he's got blond spiky hair a spiked choker and multiple piercings on his ears and face she wants nothing to do with him and runs away only to bump into a very tall and beautiful purple-haired woman with a flower pattern around her eye yukari faints from shock and wakes up later in a strange place called the atelier it turns out that these strangers are fashion designers who attend the most famous art school around yazawa art academy and their group wants yukari to model for their brand in yazawa academy's upcoming show yukari turns down their offer and escapes the atelier but unknowingly leaves her school id behind george koizumi the head designer later sees it and immediately knows she would be the perfect model for them and will not stop until he gets what he wants—and he wants her yukari had never considered something as frivolous as modeling before but could life among these eccentric designers actually prove to be fun? or will yukari lose herself in this world of art and passion?  
4472,Lucky☆Star: Original na Visual to Animation,,the ova features six separate stories revolving around the cast some of which border on the bizarre; one of which is an mmorpg environment being played by konata kagami tsukasa and nanako kuroi and another in which kagami has a suggestive dream about konata (source: wikipedia),7.87,,a short anime based on manga de wakaru fate/grand order by riyo aired during fate project year end 2018 and is also available on youtube
97,Last Exile,,in the world of prester flight is the dominant mode of transportation made possible by claudia fluid: a liquidized form of the crystals that are produced on the planet an organization known solely as the guild has absolute authority over the skies with a monopoly on the engines that make use of this fluid moreover as ecological disasters destabilize the warring countries of anatoray and disith the guild also arbitrates in the disputes between the two caught in the middle of the conflict are sky couriers piloting small two-person vanships that fly freely through the sky  last exile follows the adventures of two teenagers who dream of surpassing their parents: claus valca son of a famous vanship pilot and lavie head claus' best friend and navigator their job as couriers entails passing through an air current called the grand stream that separates the hostile nations which even standard airships struggle to survive however when they take on a high-rated delivery to bring an orphan girl named alvis hamilton to the battleship silvana they get dragged into a much greater conflict that pits them against the might of the guild ,7.87,,the ova features six separate stories revolving around the cast some of which border on the bizarre; one of which is an mmorpg environment being played by konata kagami tsukasa and nanako kuroi and another in which kagami has a suggestive dream about konata (source: wikipedia)
468,Koukaku Kidoutai 2: Innocence,,with major motoko kusanagi missing section 9's batou is assigned to investigate a string of gruesome murders—seemingly at the hands of faulty gynoids or sex robots but when a faulty gynoid leaves batou a cryptic message he begins to question the cause of their malfunctions suspicions of politically motivated murder and an illegal ghost quickly crop up drawing batou and his partner togusa into a perilous web of conspiracy as their investigation goes on the line between man and machine continues to blur and reality and perception become indistinguishable confronting strange and dangerous foes batou and togusa explore a futuristic world filled with machines and living dolls but utterly devoid of humanity ,7.87,,in the world of prester flight is the dominant mode of transportation made possible by claudia fluid: a liquidized form of the crystals that are produced on the planet an organization known solely as the guild has absolute authority over the skies with a monopoly on the engines that make use of this fluid moreover as ecological disasters destabilize the warring countries of anatoray and disith the guild also arbitrates in the disputes between the two caught in the middle of the conflict are sky couriers piloting small two-person vanships that fly freely through the sky  last exile follows the adventures of two teenagers who dream of surpassing their parents: claus valca son of a famous vanship pilot and lavie head claus' best friend and navigator their job as couriers entails passing through an air current called the grand stream that separates the hostile nations which even standard airships struggle to survive however when they take on a high-rated delivery to bring an orphan girl named alvis hamilton to the battleship silvana they get dragged into a much greater conflict that pits them against the might of the guild 
7645,Heartcatch Precure,,2nd year middle school student tsubomi hanasaki has just moved with her family to the town of kibougahana to live with her grandma she is shy and introverted but is determined to start off her new school life at myoudou academy as confidently as possible lately she has been having the same mysterious dream again and again of cure moonlight's defeat at the great heart tree she wonders what it all means then suddenly two fairies from the dream appear to her and before she knows it she is transformed into the legendary pretty cure cure blossom later joined by her high energy classmate and new friend erika kurumi as cure marine the two girls vow work hard to protect everyone's heart flowers from the evil gang the desert messengers ,7.87,,with major motoko kusanagi missing section 9's batou is assigned to investigate a string of gruesome murders—seemingly at the hands of faulty gynoids or sex robots but when a faulty gynoid leaves batou a cryptic message he begins to question the cause of their malfunctions suspicions of politically motivated murder and an illegal ghost quickly crop up drawing batou and his partner togusa into a perilous web of conspiracy as their investigation goes on the line between man and machine continues to blur and reality and perception become indistinguishable confronting strange and dangerous foes batou and togusa explore a futuristic world filled with machines and living dolls but utterly devoid of humanity 
3604,Hidamari Sketch x 365,,after passing her entrance exam yuno enrolls at yamabuki high school as part of an art degree she stays at the hidamari apartments along with best friend miyako and seniors hiro and sae each episode follows a day in her life as she mingles with her friends close peers overly hyper teachers and closely follows the mundane lives of the high school girls (source: ann),7.87,,2nd year middle school student tsubomi hanasaki has just moved with her family to the town of kibougahana to live with her grandma she is shy and introverted but is determined to start off her new school life at myoudou academy as confidently as possible lately she has been having the same mysterious dream again and again of cure moonlight's defeat at the great heart tree she wonders what it all means then suddenly two fairies from the dream appear to her and before she knows it she is transformed into the legendary pretty cure cure blossom later joined by her high energy classmate and new friend erika kurumi as cure marine the two girls vow work hard to protect everyone's heart flowers from the evil gang the desert messengers 
1491,Ginga Tetsudou 999,,in the distant future humanity has found a way to live forever by purchasing mechanical bodies but this way to immortality is extraordinarily expensive an impoverished boy tetsurou hoshino desires to purchase a pass on the galaxy express 999—a train that travels throughout the universe—because it is said that at the end of the line those aboard can obtain a mechanical body for free when tetsurou's mother is gunned down by the villainous machine-man hybrid count mecha however all seems lost  tetsurou is then saved from certain death by the mysterious maetel a tall woman with blonde hair and a striking resemblance to his mother she gives him a pass to the galaxy express under one condition: that they travel together thus tetsurou begins his journey across the universe to many unique planets and thrilling adventures in hopes of being able to attain that which he most desires ,7.87,,after passing her entrance exam yuno enrolls at yamabuki high school as part of an art degree she stays at the hidamari apartments along with best friend miyako and seniors hiro and sae each episode follows a day in her life as she mingles with her friends close peers overly hyper teachers and closely follows the mundane lives of the high school girls (source: ann)
19319,Gundam Build Fighters,,though gundam plastic models better known as gunpla exploded in popularity with the release of the anime series mobile suit gundam their presence faded before resurging with a new purpose through the power of plavsky particles fans are now able to pit their gunpla against others in a virtual reality-style battle with the best competing at the annual gunpla world tournament  sei iori whose father was a once finalist in the competition dreams of one day conquering the contest himself however while sei is an expert gunpla builder he lacks the prowess to effectively fight his creations during actual battle in comes reiji a mysterious boy who is curiously ignorant of society but quickly demonstrates to sei tremendous ability in gunpla battles the two boys decide to combine their strengths in order to sweep the gunpla world tournament and take the gunpla world by storm ,7.87,,in the distant future humanity has found a way to live forever by purchasing mechanical bodies but this way to immortality is extraordinarily expensive an impoverished boy tetsurou hoshino desires to purchase a pass on the galaxy express 999—a train that travels throughout the universe—because it is said that at the end of the line those aboard can obtain a mechanical body for free when tetsurou's mother is gunned down by the villainous machine-man hybrid count mecha however all seems lost  tetsurou is then saved from certain death by the mysterious maetel a tall woman with blonde hair and a striking resemblance to his mother she gives him a pass to the galaxy express under one condition: that they travel together thus tetsurou begins his journey across the universe to many unique planets and thrilling adventures in hopes of being able to attain that which he most desires 
1571,Ghost Hunt,,while at school taniyama mai and her friends like to exchange ghost stories apparently there is an abandoned school building on their campus that is the center of many ghost stories during the story they are interrupted by a mysterious male figure the person turns out to be shibuya kazuya a 17-year-old who is president of the shibuya psychic research company he was called by the principal to investigate the stories surrounding the abandoned school building the next day on the way to school mai passes the school building in question while examining a strange camera she spotted inside she gets surprised by kazuya's assistant unknowingly interfering with the investigation mai breaks the camera and kazuya's assistant gets injured kazuya forcefully hires mai in order to pay for the camera and replace his injured assistant from that point on mai begins to learn about the paranormal world and the profession of ghost hunting ,7.87,,though gundam plastic models better known as gunpla exploded in popularity with the release of the anime series mobile suit gundam their presence faded before resurging with a new purpose through the power of plavsky particles fans are now able to pit their gunpla against others in a virtual reality-style battle with the best competing at the annual gunpla world tournament  sei iori whose father was a once finalist in the competition dreams of one day conquering the contest himself however while sei is an expert gunpla builder he lacks the prowess to effectively fight his creations during actual battle in comes reiji a mysterious boy who is curiously ignorant of society but quickly demonstrates to sei tremendous ability in gunpla battles the two boys decide to combine their strengths in order to sweep the gunpla world tournament and take the gunpla world by storm 
35222,Gakuen Babysitters,,after losing both parents in a fatal plane crash teenager ryuuichi kashima must adjust to his new life as the guardian of his younger brother kotarou although ryuuichi is able to maintain a friendly and kindhearted demeanor kotarou is a reserved toddler still too young to understand the reality of the situation at their parents' funeral they are approached by youko morinomiya the stern chairman of an elite academy who decides to take them under her care  however there is one condition ryuuichi must fulfill in exchange for a roof over their heads and enrolment in the school—he must become the school's babysitter in an effort to support the female teachers at the academy a babysitter's club was established to look after their infant children; unfortunately the club is severely short-staffed so now not only is ryuuichi responsible for his little brother but also a handful of toddlers who possess dynamic personalities ,7.87,,while at school taniyama mai and her friends like to exchange ghost stories apparently there is an abandoned school building on their campus that is the center of many ghost stories during the story they are interrupted by a mysterious male figure the person turns out to be shibuya kazuya a 17-year-old who is president of the shibuya psychic research company he was called by the principal to investigate the stories surrounding the abandoned school building the next day on the way to school mai passes the school building in question while examining a strange camera she spotted inside she gets surprised by kazuya's assistant unknowingly interfering with the investigation mai breaks the camera and kazuya's assistant gets injured kazuya forcefully hires mai in order to pay for the camera and replace his injured assistant from that point on mai begins to learn about the paranormal world and the profession of ghost hunting 
38770,Detective Conan Movie 23: The Fist of Blue Sapphire,,23rd detective conan movie,7.87,,after losing both parents in a fatal plane crash teenager ryuuichi kashima must adjust to his new life as the guardian of his younger brother kotarou although ryuuichi is able to maintain a friendly and kindhearted demeanor kotarou is a reserved toddler still too young to understand the reality of the situation at their parents' funeral they are approached by youko morinomiya the stern chairman of an elite academy who decides to take them under her care  however there is one condition ryuuichi must fulfill in exchange for a roof over their heads and enrolment in the school—he must become the school's babysitter in an effort to support the female teachers at the academy a babysitter's club was established to look after their infant children; unfortunately the club is severely short-staffed so now not only is ryuuichi responsible for his little brother but also a handful of toddlers who possess dynamic personalities 
269,Bleach,,ichigo kurosaki is an ordinary high schooler—until his family is attacked by a hollow a corrupt spirit that seeks to devour human souls it is then that he meets a soul reaper named rukia kuchiki who gets injured while protecting ichigo's family from the assailant to save his family ichigo accepts rukia's offer of taking her powers and becomes a soul reaper as a result however as rukia is unable to regain her powers ichigo is given the daunting task of hunting down the hollows that plague their town however he is not alone in his fight as he is later joined by his friends—classmates orihime inoue yasutora sado and uryuu ishida—who each have their own unique abilities as ichigo and his comrades get used to their new duties and support each other on and off the battlefield the young soul reaper soon learns that the hollows are not the only real threat to the human world ,7.87,,23rd detective conan movie
30123,Akagami no Shirayuki-hime,,although her name means snow white shirayuki is a cheerful red-haired girl living in the country of tanbarun who works diligently as an apothecary at her herbal shop her life changes drastically when she is noticed by the silly prince of tanbarun prince raji who then tries to force her to become his concubine unwilling to give up her freedom shirayuki cuts her long red hair and escapes into the forest where she is rescued from raji by zen wistalia the second prince of a neighboring country and his two aides hoping to repay her debt to the trio someday shirayuki sets her sights on pursuing a career as the court herbalist in zen's country clarines  akagami no shirayuki-hime depicts shirayuki's journey toward a new life at the royal palace of clarines as well as zen's endeavor to become a prince worthy of his title as loyal friendships are forged and deadly enemies formed shirayuki and zen slowly learn to support each other as they walk their own paths ,7.87,,ichigo kurosaki is an ordinary high schooler—until his family is attacked by a hollow a corrupt spirit that seeks to devour human souls it is then that he meets a soul reaper named rukia kuchiki who gets injured while protecting ichigo's family from the assailant to save his family ichigo accepts rukia's offer of taking her powers and becomes a soul reaper as a result however as rukia is unable to regain her powers ichigo is given the daunting task of hunting down the hollows that plague their town however he is not alone in his fight as he is later joined by his friends—classmates orihime inoue yasutora sado and uryuu ishida—who each have their own unique abilities as ichigo and his comrades get used to their new duties and support each other on and off the battlefield the young soul reaper soon learns that the hollows are not the only real threat to the human world 
32998,91 Days,,as a child living in the town of lawless angelo lagusa has witnessed a tragedy: his parents and younger brother have been mercilessly slaughtered by the vanetti mafia family losing everything he holds dear he leaves both his name and hometown behind adopting the new identity of avilio bruno seven years later avilio finally has his chance for revenge when he receives a mysterious letter prompting him to return to lawless obliging he soon encounters the vanetti don's son nero and seeks to befriend him using the skills he has quietly honed for years set during the prohibition era 91 days tells the story of avilio's dark bloodstained path to vengeance as he slowly ends each of the men involved in the killing of his family ,7.87,,although her name means snow white shirayuki is a cheerful red-haired girl living in the country of tanbarun who works diligently as an apothecary at her herbal shop her life changes drastically when she is noticed by the silly prince of tanbarun prince raji who then tries to force her to become his concubine unwilling to give up her freedom shirayuki cuts her long red hair and escapes into the forest where she is rescued from raji by zen wistalia the second prince of a neighboring country and his two aides hoping to repay her debt to the trio someday shirayuki sets her sights on pursuing a career as the court herbalist in zen's country clarines  akagami no shirayuki-hime depicts shirayuki's journey toward a new life at the royal palace of clarines as well as zen's endeavor to become a prince worthy of his title as loyal friendships are forged and deadly enemies formed shirayuki and zen slowly learn to support each other as they walk their own paths 
202,Wolf's Rain,,in a dying world there exists an ancient legend: when the world ends the gateway to paradise will be opened this utopia is the sole salvation for the remnants of life in this barren land but the legend also dictates that only wolves can find their way to this mythical realm though long thought to be extinct wolves still exist and live amongst humans disguising themselves through elaborate illusions  a lone wolf named kiba finds himself drawn by an intoxicating scent to freeze city an impoverished town under the rule of the callous lord orkham here kiba discovers that wolves hige tsume and toboe have been drawn in by the same aroma by following the fragrance of lunar flowers said to be the key to opening the door to their ideal world the wolves set off on a journey across desolate landscapes and crumbling cities to find their legendary promised land however they are not the only ones seeking paradise and those with more sinister intentions will do anything in their power to reach it first ,7.88,,as a child living in the town of lawless angelo lagusa has witnessed a tragedy: his parents and younger brother have been mercilessly slaughtered by the vanetti mafia family losing everything he holds dear he leaves both his name and hometown behind adopting the new identity of avilio bruno seven years later avilio finally has his chance for revenge when he receives a mysterious letter prompting him to return to lawless obliging he soon encounters the vanetti don's son nero and seeks to befriend him using the skills he has quietly honed for years set during the prohibition era 91 days tells the story of avilio's dark bloodstained path to vengeance as he slowly ends each of the men involved in the killing of his family 
5005,Tentai Senshi Sunred,,tentai senshi sunred is the magnificent story of the conflict between good and evil that takes place in the city of kawasaki sunred ally of justice is dedicated to stopping the evil organization florsheim on their quest for world domination while general vamp and his minions are constantly thinking up new schemes to defeat sunred in what sounds like a typical story the characters make all the difference  our hero sunred is rude violent and lazy playing pachinko all day and leeching off of his girlfriend kayoko uchida meanwhile general vamp is polite conscientious and an ideal homemaker who cooks mothers his minions and discusses housekeeping with kayoko who bickers constantly with sunred even the monsters of florsheim tend to be adorable and harmless each episode is comprised of several shorts weighing in at anywhere from a few minutes to a few seconds and explores the daily lives of these sworn enemies this is the story of the battle between good and evil that takes place in kawasaki ,7.88,,in a dying world there exists an ancient legend: when the world ends the gateway to paradise will be opened this utopia is the sole salvation for the remnants of life in this barren land but the legend also dictates that only wolves can find their way to this mythical realm though long thought to be extinct wolves still exist and live amongst humans disguising themselves through elaborate illusions  a lone wolf named kiba finds himself drawn by an intoxicating scent to freeze city an impoverished town under the rule of the callous lord orkham here kiba discovers that wolves hige tsume and toboe have been drawn in by the same aroma by following the fragrance of lunar flowers said to be the key to opening the door to their ideal world the wolves set off on a journey across desolate landscapes and crumbling cities to find their legendary promised land however they are not the only ones seeking paradise and those with more sinister intentions will do anything in their power to reach it first 
18397,Shingeki no Kyojin OVA,,bundled with the 12th 13th and 14th limited-edition manga volumes,7.88,,tentai senshi sunred is the magnificent story of the conflict between good and evil that takes place in the city of kawasaki sunred ally of justice is dedicated to stopping the evil organization florsheim on their quest for world domination while general vamp and his minions are constantly thinking up new schemes to defeat sunred in what sounds like a typical story the characters make all the difference  our hero sunred is rude violent and lazy playing pachinko all day and leeching off of his girlfriend kayoko uchida meanwhile general vamp is polite conscientious and an ideal homemaker who cooks mothers his minions and discusses housekeeping with kayoko who bickers constantly with sunred even the monsters of florsheim tend to be adorable and harmless each episode is comprised of several shorts weighing in at anywhere from a few minutes to a few seconds and explores the daily lives of these sworn enemies this is the story of the battle between good and evil that takes place in kawasaki 
3750,Maria-sama ga Miteru 4th,,yumi and the yamayuri council have found two new helpers in kanako and toko unfortunately their assistance comes with tension as neither girl is particularly fond of the other and both seem likely candidates to be yumi's petite soeur will either be a good fit for yumi? as the school year marches on the work for the yamayuri council piles up and pressure begins to mount for yumi to make her final decision (source: rightstuf),7.88,,bundled with the 12th 13th and 14th limited-edition manga volumes
33263,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,,due to a mysterious disease the genius iria akagami has been forced by her family to stay in a mansion on the isolated wet crow's feather island with only a handful of maids to keep herself entertained iria invites a variety of fellow geniuses to stay as guests in her home including computer savant tomo kunagisa and her unnamed assistant skilled fortune-teller maki himena famous artist kanami ibuki academic scholar akane sonoyama and renowned cook yayoi sashirono these visits progress as normal until one of the guests is found gruesomely murdered in the night without a single clue as to the identity of the killer or a possible motive tensions rise between those on the island as the killer remains at large and tomo's assistant takes it upon himself to uncover the culprit's identity before the murderous events progress any further ,7.88,,yumi and the yamayuri council have found two new helpers in kanako and toko unfortunately their assistance comes with tension as neither girl is particularly fond of the other and both seem likely candidates to be yumi's petite soeur will either be a good fit for yumi? as the school year marches on the work for the yamayuri council piles up and pressure begins to mount for yumi to make her final decision (source: rightstuf)
